"","PRISM.7122","PRISM.7147","PRISM.7150","PRISM.7153","PRISM.7184","PRISM.7238","PRISM.7406","PRISM.7408","PRISM.7421","PRISM.7445","PRISM.7486","PRISM.7496","PRISM.7506","PRISM.7547","PRISM.7658","PRISM.7744","PRISM.7759","PRISM.7762","PRISM.7776","PRISM.7791","PRISM.7843","PRISM.7852","PRISM.7875","PRISM.7897","PRISM.7938","PRISM.7941","PRISM.7947","PRISM.7948","PRISM.7971","PRISM.7989","PRISM.8095","PRISM.8096","PRISM.8101","PRISM.8106","PRISM.8129","PRISM.8226","PRISM.8264","PRISM.8275","PRISM.8336","PRISM.8361","PRISM.8374","PRISM.8377","PRISM.8406","PRISM.8441","PRISM.8444","PRISM.8447","PRISM.8452","PRISM.8458","PRISM.8462","PRISM.8464","PRISM.8466","PRISM.8467","PRISM.8475","PRISM.8480","PRISM.8483","PRISM.8485","PRISM.8496","PRISM.8502","PRISM.8503","PRISM.8511","PRISM.8513","PRISM.8515","PRISM.8523","PRISM.8534","PRISM.8537","PRISM.8550","PRISM.8564","PRISM.8565","PRISM.8573","PRISM.8577","PRISM.8591","PRISM.8592","PRISM.8605","PRISM.8624","PRISM.8628","PRISM.8629","PRISM.8667","PRISM.8675","PRISM.8692","PRISM.8696","PRISM.8728","PRISM.8734","PRISM.8735","PRISM.8746","PRISM.8749","PRISM.8753","PRISM.8758","PRISM.8778","PRISM.8783","PRISM.8785","PRISM.8794","PRISM.8795","PRISM.8800","PRISM.8802","PRISM.8803","PRISM.8805","PRISM.8806","PRISM.8807","PRISM.8809","PRISM.8815","PRISM.8841","PRISM.8843","PRISM.8844","PRISM.8846","PRISM.8847","PRISM.8849","PRISM.8878","PRISM.8882","PRISM.8892","PRISM.8894","PRISM.8898","PRISM.8924","PRISM.8932","PRISM.8982","PRISM.8998","PRISM.9010","PRISM.9018","PRISM.9030","PRISM.9033","PRISM.9074","PRISM.9079","Validation.UMCG0333264","Validation.UMCG1180653","Validation.UMCG1576297","Validation.UMCG1705352","Validation.UMCG1708847","Validation.UMCG2023308","Validation.UMCG2136686","Validation.UMCG2739287","Validation.UMCG2788516","Validation.UMCG3243705","Validation.UMCG3299495","Validation.UMCG3321127","Validation.UMCG3595094","Validation.UMCG3748218","Validation.UMCG4000898","Validation.UMCG4081271","Validation.UMCG4268471","Validation.UMCG4722506","Validation.UMCG4789724","Validation.UMCG4851027","Validation.UMCG5113553","Validation.UMCG5308346","Validation.UMCG5437940","Validation.UMCG5613882","Validation.UMCG5792346","Validation.UMCG5921444","Validation.UMCG6047689","Validation.UMCG6054655","Validation.UMCG6262744","Validation.UMCG6628208","Validation.UMCG6720116","Validation.UMCG6738619","Validation.UMCG6868484","Validation.UMCG6966873","Validation.UMCG7115152","Validation.UMCG7198526","Validation.UMCG7563651","Validation.UMCG8089650","Validation.UMCG8255148","Validation.UMCG8438880","Validation.UMCG9119812","Validation.UMCG9189151","Validation.UMCG9830707"
"C56:1 TAG*",10711.4,65958.3,5691.99,5892.4,51430.9,16767.7,13799.9,834.895,5511.65,10568.9,32645.2,8492.94,70113.2,18586.4,15190.8,1059.17,2900.07,24470,2079.02,31640.6,14819.3,3087.5,28922.2,81785.8,2415.87,42137.1,11019.1,8968.67,32361.4,3271.55,8505.97,2710.03,18055.4,4077.39,29790.4,37178.6,76506.6,35489.1,3682.51,757.895,7087.34,28351.1,17367.1,16339.1,16883.8,16834.4,2574.66,541.422,3974.93,744.289,14880,8189.55,13836.7,1245.09,8289.81,3258.29,4134.58,7038.57,1316.48,10208.7,17533.4,30066.4,3530.44,18303,2567.71,804.489,863.317,3953.28,9735.62,26249.7,11871.4,27813.2,6940.51,3154.17,2141.21,1061.46,645.581,4244.95,77198.2,5802.21,43199.8,172.89,71590.9,2393.33,6213.32,9605.53,289.36,23482,2697.63,3847.51,6005.61,10203.1,1331.44,14078.1,56439.2,19928.1,6246.68,7144.13,420.423,819.024,623.014,5140.81,6450.19,9901.62,1802.71,9587.31,7389.13,4946.29,4537.12,6553.2,4682.73,18409.3,513.207,4774.12,97109.8,1526.22,732.795,1761.82,61993.2,888.291,1670.27,56743.5,14383.5,53638.7,66525.4,29808.4,708.809,11882,58455,19305,25882.1,6869.18,42411.6,3815.8,11816.6,39343.7,6313.3,94609,4153.1,70652.7,16055.3,18152.3,1745.37,603.061,227.449,2349.98,9024.49,1334.38,56967.8,43904.3,35665.8,33612.1,50704.9,15967.3,35037.8,3437.59,15212.6,51014.2,48072.4,8968.56,42633.1,77056.4,81465.6,31745.4
"C56:2 TAG",42.9918,9.34138,73.1228,13.9901,42.3715,77.1618,129.408,8.23447,63.5227,25.3866,137.944,111.367,54.6793,39.096,79.1635,74.3812,40.2667,49.0314,150.212,50.8869,0,574.133,1856.16,165.43,35.3717,14.8103,16.1337,47.9445,130.568,18.9868,12.1247,2370.36,24.9176,206.25,156.771,94.8859,68.8194,111.607,3821.88,13.0131,131.8,164.998,19.1659,108.984,53.1301,73.8125,1556.98,77.7254,121.546,68.2555,24.5284,99.5757,19.708,4137.22,88.2009,32.2482,185.713,1915.37,67.3996,60.5341,54.6161,74.8344,2011.96,17.0183,24.1137,237.035,81.1573,101.802,37.9882,33.4212,257.364,34.3467,2705.4,62.9594,47.4088,3272.66,6.39223,144.437,65.298,33.5542,18.3802,60.2153,22.1303,57.8735,0,12.2978,226.371,67.9304,35.502,51.3598,29.8586,3.88785,14.4595,10.0962,19.3664,970.653,10.2566,25.2439,26.0146,137.268,178.987,25.2077,0,17.6483,83.4559,56.1084,29.1648,176.331,19.2088,23.8981,0,54.2343,612.323,15.5576,64.0138,16.0969,74.5925,19.8845,6.42185,655.546,34.1516,114.361,96.7924,45.2789,99.6086,18.9133,115.948,114.145,150.752,17.0898,41.089,65.604,50.5438,244.728,746.777,181.49,98.3958,39.8477,47.9005,35.2349,52.4991,108.291,149.203,63.605,490.602,84.5068,139.768,106.786,163.403,163.308,34.1203,493.11,22.2826,77.1497,60.2512,23.3189,18.58,68.3262,6.18939,170.972,193.571,207.987,106.809,19.0944
"C56:2 TAG*",4720.99,33.5933,2671.97,76.122,4470.46,1913.13,54.9082,912.006,2594.58,401.372,3403.35,1364.31,46.0653,237.904,3413.89,6499.11,1400.09,580.763,1050.24,4329.83,4353.85,622.118,1129.34,4138.55,1355.81,5280.75,352.319,1190.09,389.051,1654.11,2926.5,273.405,449.296,731.356,988.083,8447.66,1267.89,3212.25,2483.32,762.255,2517.14,3238.78,826.694,4585.41,6790.7,3422.09,4210.25,5174.05,1988.49,1999.15,4465.73,1963.96,5896.98,567.784,2493.41,3907.92,2631.93,67.3422,8204.57,541.992,2654.19,774.054,291.254,5728.86,100.546,431.924,859.665,5090.9,364.618,7258.9,2532.45,3025.2,182.595,432.039,3591.21,158.304,51.5503,2650.02,147.143,54.2464,265.687,110.065,42.5957,5077.15,2.72484,43.4864,980.757,250.749,73.1516,52.5908,298.344,77.9728,210.815,347.306,32.1361,91.7741,3227.16,373.438,1054.31,4433.44,145.61,394.909,869.122,39.4699,116.781,1228.51,117.086,317.192,2297.07,614.052,131.493,180.217,695.543,493.334,154.227,148.737,10.772,47.1743,32.1053,63.045,171.335,3358.51,473.752,118.659,5031.37,658.518,1160.93,1397.05,910.573,47.9685,603.375,136.002,888.785,919.273,154.08,2238.85,461.481,199.013,1205.18,416.09,139.565,575.022,2620.92,232.636,835.22,1446.19,2760.39,285.843,1416.72,854.045,268.904,3958.5,5190.01,4534.06,868.974,1036.35,206.448,2322.26,6020.29,1504.88,1793.62,1324.65,3616.8,2068.91
"C56:3 TAG",812.05,22.8656,270.038,27.9785,2769.11,600.942,43.715,11.6181,514.681,1324,397.081,151.609,16.6817,48.7262,350.855,109.997,214.557,282.765,594.557,375.273,1261.92,804.536,3546.36,481.013,1425.42,1685.32,1611.91,108.581,418.287,1376.6,3378.8,231.111,25.3117,367.8,697.997,631.214,884.943,992.93,299.809,176.176,100.163,79.48,9.36749,76.9727,94.8611,144.439,2548.31,72.3712,997.704,779.296,1169.48,378.218,442.505,633.112,792.801,402.971,193.393,680.052,108.815,104.488,166.236,88.966,1521.36,1207.36,139.412,2823.43,155.093,835.367,180.585,230.718,509.854,139.889,670.613,619.797,69.1797,96.9305,314.551,243.132,48.3998,139.211,0,60.6254,71.441,51.9132,92.811,45.9716,26.6943,0,33.5867,0,96.3187,38.2651,186.77,0,22.6664,317.85,41.5958,1316.2,102.729,472.553,4057.04,8.50805,266.506,15.7757,61.4891,539.561,93.8114,2784.74,541.242,26.6723,185.196,13.4472,1792.22,20.2921,1727.05,0,139.81,31.8956,118.732,199.002,2619.51,735.318,85.8544,1088.66,1593.45,28.6143,293.002,129.337,61.5832,1177.69,36.4715,248.07,157.217,40.5439,124.833,96.3903,68.0181,102.8,189.885,146.623,272.421,156.082,48.5276,53.5932,107.206,77.3023,942.488,97.9273,48.305,235.103,283.44,548.036,612.1,102.799,111.044,111.797,35.3718,1072.34,650.828,211.251,172.89,1362.13,765.571,102.432
"C56:3 TAG*",70.2521,18.3243,73.1743,0,0,46.5213,0,142.781,147.105,253.882,562.644,48.0573,19.8324,15.0686,136.45,43.5131,164.459,400.156,156.867,13.1313,3029.77,362.632,0,129.121,786.712,20.1984,1339.96,151.027,1340.52,258.45,965.27,116.41,37.761,568.296,153.623,162.296,0,1379.9,107.607,0,31.2933,17.113,50.5812,20.1701,56.0371,27.8083,75.0294,0,151.226,189.568,31.593,249.655,130.656,0,80.8211,1235.71,836.505,51.8001,0,19.1824,83.5897,905.61,85.9702,0,825.638,1614.37,2141.52,95.8195,81.5116,17.5818,792.247,51.7086,461.138,96.1534,29.4066,78.0714,1746.79,3082.14,0,0,0,34.9486,0,0,100.237,747.362,0,0,0,0,134.168,15.0929,85.3294,0,126.914,51.4283,648.72,665.089,61.137,970.455,0,20.069,49.5032,170.19,265.664,0,22.128,26.0209,56.0331,0,149.271,0,810.226,150.814,1253.68,26.1767,0,40.2974,104.474,112.827,278.081,116.97,158.057,63.1236,49.1343,18.8728,334.84,76.4058,68.7235,1194.14,114.402,824.459,28.464,160.99,555.357,425.779,105.404,0,192.633,162.517,0,2930.24,27.9763,2259.89,751.974,123.993,96.16,152.882,503.935,1014.73,179.787,68.2956,0,23.5272,202.319,16.165,18.3514,18.6551,110.303,93.7707,477.748,274.305,31.108,64.7326
"C56:4 TAG",3874.95,3593.28,1623.7,12529.5,2175.52,1758.2,506.447,1132.61,351.149,1359.78,1075.41,424.132,5813.66,924.898,1754.36,446.323,293.001,1066.71,319.523,2027.29,2429.92,397.238,1466.52,950.542,819.913,1702.26,5700.08,628.395,928.634,543.715,1479.69,370.369,3180.89,350.835,1009.38,1983.08,2931.05,1393.65,1369.41,195.959,404.157,1643.5,1683,691.611,973.417,1055.02,3580.43,509.667,1359.43,371.51,1291.49,880.23,1928.03,237.768,754.27,910.623,437.624,639.486,1869.51,724.292,1001.83,324.627,1187.99,9674.47,1283.57,795.26,188.746,1098.98,573.023,1861.91,1490.41,1325.2,599.623,762.843,3482.89,482.345,706.061,744.677,8492.33,6384.37,5404.65,1898.4,6253.29,1304.65,9644.6,6660.03,2417.66,4153.05,2379.71,4315.2,1040.18,4373.71,2257.04,7533.48,8136.04,1061.34,2247.34,1985.17,1499.37,789.194,134.923,7940.59,3727.9,2641.21,1522.12,574.345,11806.6,612.995,652.159,6644.78,2162.41,4828.03,1467,7380.91,2163.09,2134.47,1012.24,4587.63,6813.22,1373.63,103.31,1690.8,1711.26,9842.88,5792.63,990.077,219.745,900.339,1911.9,679.521,1229.12,1845.59,1681.72,1053.55,1734.57,1101.84,994.647,1559.99,801.22,3199.74,480.236,1887.56,301.357,580.021,44.2908,1202.42,934.737,943.231,1721.27,3945.23,570.143,1341.69,2551.36,1628.94,2011.47,633.719,359.153,5600.06,8024.67,1891.44,1410.93,3083.21,3521.4,1632.31
"C56:4 TAG*",111.672,105.316,25.4388,120.333,156.4,545.272,0,49.7691,34.1384,52.814,316.344,40.8009,161.515,49.415,27.4559,0,0,43.125,21.9966,69.4689,341.814,65.9954,75.2499,82.7225,44.3717,44.8644,127.778,199.438,79.4966,0,193.933,39.9773,126.518,126.179,1551.03,290.06,526.726,58.2919,199.453,49.3564,315.209,170.359,34.8476,45.7884,28.5721,37.0946,44.4585,14.9564,531.052,0,85.1127,52.9352,100.298,0,50.2637,122.152,33.282,56.6505,20.7346,176.61,24.1909,34.9606,33.9423,231.403,52.2518,0,15.1722,72.8486,29.2883,89.814,143.761,117.11,29.435,24.3298,0,28.0919,0,30.6609,130.068,189.022,137.853,0,51.8629,72.9647,56.0806,259.117,45.6949,169.795,63.3695,266.39,21.5943,109.551,46.2179,59.823,141.754,49.8212,229.385,25.2708,0,68.5608,0,174.673,132.717,40.6219,31.3904,85.8465,58.7549,0,27.5617,23.7505,51.4504,0,0,0,156.5,44.6059,0,79.6245,78.0441,0,0,77.3507,30.6314,548.264,210.188,39.412,52.9661,120.547,108.868,77.232,49.7856,60.6704,92.9219,15.6065,205.817,49.3935,20.1875,159.748,34.3879,137.346,94.229,45.8045,12.5218,30.1843,15.9164,72.7357,25.9672,19.2154,34.0902,783.107,40.6109,44.0924,134.402,129.664,85.4631,118.749,92.2256,4552.42,670.399,246.24,116.735,1723.46,133.54,127.172
"C56:5 TAG",153.594,261.725,148.455,313.753,116.115,279.73,197.577,213.997,663.891,97.3858,522.934,283.72,191.711,249.263,340.568,152.605,294.88,493.311,744.417,122.245,71.4087,197.275,334.523,202.091,135.888,318.436,217.233,190.101,341.458,233.888,73.9685,471.493,122.651,1298.58,334.71,141.109,126.153,295.065,92.7019,530.547,235.584,321.377,331.92,81.4426,79.7387,498.476,642.188,223.526,255.354,658.428,150.568,294,170.127,162.232,215.027,107.683,364.899,367.003,97.6228,291.487,159.059,248.098,290.784,526.535,304.674,1807.69,392.103,435.048,323.956,126.431,428.78,419.266,319.115,307.343,162.908,431.417,592.792,459.133,224.472,389.315,107.71,245.117,346.776,760.454,342.343,251.897,401.806,73.1159,396.023,501.668,220.646,185.879,298.737,178.512,246.506,302.27,395.264,155.505,602.935,791.341,186.463,236.591,367.308,827.207,463.546,259.069,739.061,882.731,309.513,216.169,641.067,133.04,286.885,134.066,170.747,311.471,1192.14,1042.32,90.3786,325.524,340.332,426.11,324.332,5890.27,359.619,130.981,709.108,320.392,458.466,1109.27,208.318,588.657,609.922,359.151,809.374,277.152,363.078,239.679,482.277,214.891,973.913,301.976,216.928,1564.76,572.427,583.567,190.484,274.735,373.499,1057.42,353.212,242.124,268.197,100.128,670.281,596.817,464.364,827.027,291.942,491.439,315.034,767.307,216.34,393.165
"C56:6 TAG",18344.7,3070.72,25506,12292.7,3954.14,2710.35,329.261,45786,6158.24,6868.25,1727.32,9397.67,9179.33,20939.2,7067.65,36249.3,6554.26,688.092,5602.18,18998,1001.36,8312.47,202.376,7770.12,1443.66,306.517,25598.1,5066.79,852.537,4089.54,7703.81,1889.91,30583.8,388.628,2632.48,3574.24,183.726,4268.47,1196.54,24783.3,18506.4,6627.61,7920.32,9398.89,11690,10876.4,1465.32,69482.6,5269.42,418.756,15004.7,8545.94,6438.25,417.848,11562.5,11649.7,3808.51,787.511,30706.7,4562.29,23531.1,5858.47,4724.89,7611.98,4157.91,347.84,7609.38,2292.98,7309.53,15167.7,8567.45,5456.73,1551.45,12088.2,18411.3,431.405,7302.76,538.5,5332.73,10263.8,34181.9,20183.5,972.743,1804.13,7399.63,15293.1,5994.91,20926.4,26375.8,16798,4785.99,15372.1,12531.6,20097.3,10623.1,261.569,2393.93,2411.04,2130.46,421.332,1427.09,22440.4,13386.1,3051.12,19942.2,548.02,18614.4,878.322,3783.33,33493.8,29282.1,11906.1,4486.49,29956.9,1376.5,27839.5,1672.3,17217.9,4953.06,2036.69,14900.5,2309.76,8433.97,358.586,12621.2,9376.67,8704.86,9816.17,2573.55,4499.66,11239.2,6570.03,4587.32,9281.26,1854.3,5448.4,3395.27,451.335,20431.5,1301.55,10837.4,7915.1,10699.5,8521.72,4743.59,11265,4880.41,5287.77,697.654,8224.32,4593.39,6491.45,9046.43,10432.7,6732.84,11656.8,2903.91,3219.68,668.798,8250.76,3556.32,1676.33,1441.73,2135.49
"C56:6 TAG*",743.538,348.924,649.08,246.533,559.341,20.7311,0,400.381,150.371,250.265,195.879,90.0502,79.7228,228.392,67.6498,664.415,169.874,44.3807,131.313,363.726,570.089,168.343,7.52963,406.652,1066.46,916.248,223.682,330.919,108.304,28.9592,456.845,29.5878,206.101,248.716,24.5863,27.8042,0,539.284,0,287.608,814.458,1319.06,280.918,422.28,322.836,171.732,7.70369,577.269,784.572,305.785,372.693,162.841,954.902,0,522.914,569.131,323.503,4.65777,722.077,349.628,231.63,240.615,78.5833,4.83953,158.183,304.838,289.591,34.4693,57.0602,429.229,315.742,233.574,89.5801,308.541,116.797,7.80248,177.295,574.992,400.603,11.9397,220.727,184.415,29.895,0,102.271,378.466,0,469.764,212.597,218.576,247.876,220.09,163.528,41.9626,113.23,15.1038,352.777,503.481,132.127,484.549,17.1352,304.784,130.206,40.323,93.0398,23.6858,463.399,3.5352,36.1516,173.23,849.887,176.677,612.213,274.237,155.702,161.211,0,89.973,73.579,38.1834,132.203,109.091,183.959,139.974,251.624,449.968,162.616,138.824,146.378,102.403,139.253,439.725,208.601,172.407,324.786,160.756,70.2818,6.83464,339.447,67.5299,7.40344,191.481,156.388,220.743,303.696,417.373,331.925,130.375,112.978,370.363,228.946,139.003,314.217,739.92,72.4941,58.1282,198.41,589.497,58.4575,90.4468,305.007,186.46,124.629,178.873
"C56:7 TAG",95.1357,83.4831,42.3255,130.468,324.29,690.807,967.102,104.279,633.363,847.373,743.611,295.764,114.739,99.265,557.312,122.382,1402.25,241.822,206.299,73.5045,189.501,285.642,91.9969,412.636,353.117,464.549,105.387,1442.45,69.6008,440.509,121.976,394.451,37.2694,148.997,607.773,772.427,278.616,1009.73,128.833,665.556,288.263,53.2193,541.124,176.174,24.5907,39.0304,265.436,81.2163,390.594,99.7004,149.254,219.162,313.007,40.6778,1573.61,909.674,1887.2,181.074,46.7508,65.1428,60.8416,184.399,60.2974,627.416,207.403,271.84,768.034,472.899,470.359,746.298,678.295,856.193,100.584,75.5569,46.8451,799.768,431.833,822.972,95.4072,432.662,253.709,52.7847,446.651,657.134,413.218,506.729,142.805,45.3922,445.502,176.752,601.456,158.008,192.089,30.2991,78.7647,470.685,70.9514,307.611,196.731,487.634,259.561,276.133,214.139,918.811,998.617,223.107,186.744,906.484,768.949,74.4517,124.456,70.0718,167.682,150.778,139.416,36.8265,170.842,368.264,81.3699,299.81,125.232,319.432,70.8891,125.335,36.47,27.699,304.701,70.799,823.17,228.156,64.2247,207.776,542.056,73.7842,28.9909,251.83,158.169,335.786,313.484,84.721,188.934,53.8962,71.1838,531.12,210.147,2357.62,61.8171,87.2608,77.964,304.667,46.9133,118.515,70.1461,188.353,39.4089,803.988,428.74,391.521,38.0968,78.941,89.054,146.686,321.24,323.951
"C58:6 TAG",1994.12,1555.09,2388.34,1856.53,1047.3,347.493,0,2856.5,1661.36,210.905,501.073,1659.87,2524.22,1707.24,459.927,2283.34,633.201,423.515,307.832,4815.41,643.87,546.418,348.273,1578.86,100.177,586.825,1085.54,7118.56,545.716,31.2661,1654.79,103.458,2702.46,249.47,271.605,455.697,11.9238,757.319,54.3166,1792.56,1284.12,2306.9,1680.54,3963.07,26.2694,1865.74,139.597,4861.61,1953.89,271.99,1070.58,701.519,397.459,373.348,696.929,2278.5,307.528,107.387,23.3475,1813.94,1983.28,7684,408.207,13.9013,121.01,173.589,1239.47,79.7044,436.966,3068.34,837.327,671.795,603.583,747.846,2684.44,551.617,1037.66,750.972,103.322,458.354,54.6494,2217.68,111.245,24.1811,572.653,818.478,236.65,210.026,1308.49,2465.19,1222.44,536.498,2109.33,92.6851,1390.39,58.8413,173.146,82.9981,154.641,32.9071,11.7119,1535.63,84.7455,2041.93,2022.12,21.6374,711.578,294.541,745.911,5330.67,692.916,5175.7,385.789,831.477,174.927,5296.89,268.975,1850.73,1455.93,231.266,552.506,682.033,633.223,280.945,1077.75,13.0846,576.132,1347,1090.32,247.254,1489,1173.07,1384.48,3283.24,536.649,1759.47,1439.33,36.5116,2929.56,1468.59,376.821,1571.33,2683.08,136.92,954.354,834.838,1899.37,2761.72,1316.03,286.272,798.4,2395.04,1677.81,2712.69,7606.03,602.109,1507.36,823.53,109.359,2700.97,1218.96,468.699,1124.28,1972.8
"C58:7 TAG",123.504,486.304,2359.17,587.694,500.171,2387.63,62.5047,518.134,3408.88,66320.7,164.789,2966.87,911.808,1255.97,16293.6,860.952,204.821,1611.94,1653.12,59.4985,14748.3,2121.97,1207.7,1314.48,868.935,1573.53,730.942,1073.66,261.825,315.394,687.305,4986.8,555.288,6094.37,4772.32,4129.37,693.173,1503.04,17.2331,1927.55,9790.43,368.732,2172.09,1864.79,367.493,589.635,2339.66,11447.7,3277.97,1434.85,181.513,2015.62,586.441,1589.16,1805.23,3537.15,320.843,1821.6,23.3615,869.12,460.805,23.3979,748.342,2218.89,1351.87,12445.2,2526.23,831.598,1734.88,1160.22,120.567,1383.32,804.262,2059.18,2120.76,1149.45,3392.47,1327.11,252.924,1216.95,180.014,614.881,291.884,48.3281,906.589,4796.35,173.28,3325.68,347.583,281.97,149.323,155.37,2209.7,57.0421,9.43642,2242.47,1568.25,1339.72,2238.71,868.401,169.203,46.2392,68.1021,465.587,10180.7,24491.7,825.669,727.933,39.2693,1063.72,62.8802,79.5116,138.995,56.7681,603.189,1580.69,1945.4,135.251,181.904,57.1337,3483.88,4158.19,1432.32,163.867,3179.37,0,3951.8,5632.63,4993.68,1126.59,174.214,3463.5,856.372,534.328,1934.59,1084.02,1155.41,2381.36,496.289,706.444,1992.76,1100.72,54.5212,2923.3,19.124,686.025,3987.1,2576.61,2862.72,2927.9,574.446,1105.72,23056.6,585.906,1522.63,285.374,1157.1,1927.32,47.5138,410.872,3674.88,3666.84,1698.58,2357.11
"acesulfame",811.11575,12.13975,270.5105,200.1425,469.416,2111.755,189.85315,242.7415,201.85085,591.1,646.2055,161.095,44.78935,138.628,258.5834,213.3856,443.8315,379.787,385.881,158.59425,924.026,413.7325,1336.96,213.32695,850.952,578.324,2475.1355,386.5975,1189.21515,1571.7376,2423.583,1433.47,109.8141,2437.355,1144.4745,1528.1365,471.9715,729.643,957.0325,924.1475,417.182,500.2655,216.18015,84.89945,27.2728,116.5949,2576.695,137.2445,456.961,324.662,573.5095,306.6085,236.30155,4772.405,1231.9975,917.609,602.3695,3615.39,15.37205,845.8595,59.9239,84.00635,3723.52,590.376,491.6311,1318.0745,193.1345,1836.3395,370.91065,161.2231,291.316,372.044,3651.5,471.2585,227.3927,1413.7595,408.99375,522.248,41.0704,70.16645,23.33495,67.63525,130.3904,252.91785,568.8605,580.882,506.719,110.791,116.4031,100.5474,117.4153,77.04495,265.763,45.81295,22.3785,1177.305,1336.495,1179.7105,1107.332,1193.4905,1305.366,1025.2125,177.35485,172.53655,219.70905,992.4775,567.665,1498.384,1069.649,40.60435,1070.848,13.6071,1352.968,11.2513,628.79,25.10835,534.2215,200.046,35.21945,1034.705,165.2845,166.6985,167.3289,445.082,277.6135,56.385,493.119,175.2105,73.17895,250.5545,156.4435,1108.074,99.24885,46.60545,825.697,106.73905,248.1451,1042.4585,146.7155,308.4885,701.8835,242.2191,114.1951,397.0495,448.6845,189.473,223.432,112.9615,152.22635,342.6405,200.293,192.13945,73.6805,309.54115,172.336,201.8945,122.3059,67.7603,1072.0065,175.7735,150.87025,1304.443,184.81405,180.3045
"acetylalanine",32.7535,31.7497,692.326,64.7021,81.3763,65.193,198.875,56.8318,39.3652,315.049,36.5397,510.767,49.7763,45.3802,159.661,65.4554,181.723,168.184,2630.9,62.6553,2312.62,1024.46,4146.32,121.964,224.665,188.716,129.675,110.751,211.474,2212.82,736.248,225.76,83.9247,2632.24,190.573,7522.6,1503.33,509.29,523.856,781.142,132.97,508.196,637.904,88.3294,19.7606,43.034,2303.44,28.9847,41.8674,259.566,26.5675,82.9941,113.736,8523.93,66.0432,210.314,21.3967,5098.94,73.6175,437.8,367.862,33.2005,8341.25,219.379,143.809,1505.27,113.383,904.006,98.4422,61.2948,317.555,188.22,5361.74,103.258,21.6741,797.936,351.823,106.83,90.193,38.1527,63.588,17.3597,35.3156,236.923,122.14,147.318,102.056,31.7778,42.1454,99.5907,75.5179,24.8234,106.441,14.5116,145.139,1915.25,29.4897,48.2602,1434.19,568.91,2466.87,17.9099,34.041,21.0465,88.6843,1743.8,29.0286,2444.12,289.008,67.136,54.0847,9.83568,1148.71,31.9395,573.769,74.0161,17.6797,33.9755,24.2117,35.1848,35.8957,23.0877,32.5231,80.0562,23.4256,6.20046,412.996,207.307,51.1859,642.358,507.526,164.191,60.1182,45.4553,113.225,152.961,372.63,3249.17,87.0489,167.256,489.352,160.578,31.6356,84.7931,321.107,44.3443,386.77,34.9066,37.0171,23.254,132.663,73.5751,215.391,16.1682,444.412,23.5249,84.2377,25.7406,3311.39,171.747,62.7832,268.555,9.72144,117.028
"acetylcholine",564.834,0,349.315,0,46.4008,15.5187,0,0,72.0769,13.1273,13.9648,85.8755,0,0,23.9846,239.849,62.6193,2.96618,155.667,616.216,28.2922,332.931,23.563,234.644,28.0739,156.321,61.7298,5.14226,63.465,113.111,95.7923,9.19732,0,746.893,17.481,63.4611,13.242,41.5427,40.6213,257.048,9.34621,134.124,0,49.5571,64.9555,26.9169,68.0844,107.832,90.6139,314.131,24.5392,118.489,117.373,28.044,126.486,70.7752,28.2164,181.583,114.648,193.383,357.557,27.9143,394.47,36.0605,5.23836,78.8873,20.672,31.1742,7.71274,155.196,129.384,40.1532,605.732,309.816,32.5523,25.7604,17.2974,51.4886,0,0,0,0,0,0,0,0,0,0,0,4.43587,0,0,0,0,0,6.73857,0,35.3808,0,98.1851,23.7545,0,0,0,0,105.99,0,131.619,116.55,0,0,0,271.845,0,36.8461,0,0,0,0,7.41427,49.1939,48.5432,2.7016,4.77669,31.9224,74.3079,42.5364,20.2223,7.13819,38.2298,3.92078,17.1561,22.3025,4.58297,5.38919,66.8862,1.90136,12.9182,7.95281,10.104,11.6854,26.4793,55.1444,7.73674,14.6931,84.7407,204.816,12.83,8.27523,22.3415,86.0711,85.779,33.0277,63.9525,8.08375,22.9865,25.5504,6.03905,4.72624,25.0971,28.0833,68.5191,27.5328,17.6202
